gysz;Megrendelésszám;Gyáriszám;Megnevezés ;Cikkszám;GYÉv
949757;4570000557;1400949757;G4_FLOG_RF1_MEMB_05;G00018;2014
949776;4570000557;1400949776;G4_FLOG_RF1_MEMB_05;G00018;2014
949778;4570000557;1400949778;G4_FLOG_RF1_MEMB_05;G00018;2014
949922;4570000557;1400949922;G4_FLOG_RF1_MEMB_05;G00018;2014
949969;4570000557;1400949969;G4_FLOG_RF1_MEMB_05;G00018;2014
949984;4570000557;1400949984;G4_FLOG_RF1_MEMB_05;G00018;2014
950285;4570000557;1400950285;G4_FLOG_RF1_MEMB_05;G00018;2014
950297;4570000557;1400950297;G4_FLOG_RF1_MEMB_05;G00018;2014
950313;4570000557;1400950313;G4_FLOG_RF1_MEMB_05;G00018;2014
950317;4570000557;1400950317;G4_FLOG_RF1_MEMB_05;G00018;2014
950322;4570000557;1400950322;G4_FLOG_RF1_MEMB_05;G00018;2014
950323;4570000557;1400950323;G4_FLOG_RF1_MEMB_05;G00018;2014
950326;4570000557;1400950326;G4_FLOG_RF1_MEMB_05;G00018;2014
950331;4570000557;1400950331;G4_FLOG_RF1_MEMB_05;G00018;2014
952631;4570000557;1400952631;G4_FLOG_RF1_MEMB_05;G00018;2014
952689;4570000557;1400952689;G4_FLOG_RF1_MEMB_05;G00018;2014
952716;4570000557;1400952716;G4_FLOG_RF1_MEMB_05;G00018;2014
952888;4570000557;1400952888;G4_FLOG_RF1_MEMB_05;G00018;2014
952893;4570000557;1400952893;G4_FLOG_RF1_MEMB_05;G00018;2014
952894;4570000557;1400952894;G4_FLOG_RF1_MEMB_05;G00018;2014
952899;4570000557;1400952899;G4_FLOG_RF1_MEMB_05;G00018;2014
952902;4570000557;1400952902;G4_FLOG_RF1_MEMB_05;G00018;2014
952903;4570000557;1400952903;G4_FLOG_RF1_MEMB_05;G00018;2014
952907;4570000557;1400952907;G4_FLOG_RF1_MEMB_05;G00018;2014
952911;4570000557;1400952911;G4_FLOG_RF1_MEMB_05;G00018;2014
952919;4570000557;1400952919;G4_FLOG_RF1_MEMB_05;G00018;2014
952945;4570000557;1400952945;G4_FLOG_RF1_MEMB_05;G00018;2014
952950;4570000557;1400952950;G4_FLOG_RF1_MEMB_05;G00018;2014
952951;4570000557;1400952951;G4_FLOG_RF1_MEMB_05;G00018;2014
953008;4570000557;1400953008;G4_FLOG_RF1_MEMB_05;G00018;2014
953587;4570000557;1400953587;G4_FLOG_RF1_MEMB_05;G00018;2014
953599;4570000557;1400953599;G4_FLOG_RF1_MEMB_05;G00018;2014
953604;4570000557;1400953604;G4_FLOG_RF1_MEMB_05;G00018;2014
953607;4570000557;1400953607;G4_FLOG_RF1_MEMB_05;G00018;2014
953637;4570000557;1400953637;G4_FLOG_RF1_MEMB_05;G00018;2014
953647;4570000557;1400953647;G4_FLOG_RF1_MEMB_05;G00018;2014
953030;4570000557;1400953030;G4_FLOG_RF1_MEMB_05;G00018;2014
953033;4570000557;1400953033;G4_FLOG_RF1_MEMB_05;G00018;2014
953035;4570000557;1400953035;G4_FLOG_RF1_MEMB_05;G00018;2014
953047;4570000557;1400953047;G4_FLOG_RF1_MEMB_05;G00018;2014
953051;4570000557;1400953051;G4_FLOG_RF1_MEMB_05;G00018;2014
953059;4570000557;1400953059;G4_FLOG_RF1_MEMB_05;G00018;2014
953061;4570000557;1400953061;G4_FLOG_RF1_MEMB_05;G00018;2014
953078;4570000557;1400953078;G4_FLOG_RF1_MEMB_05;G00018;2014
953088;4570000557;1400953088;G4_FLOG_RF1_MEMB_05;G00018;2014
953096;4570000557;1400953096;G4_FLOG_RF1_MEMB_05;G00018;2014
953172;4570000557;1400953172;G4_FLOG_RF1_MEMB_05;G00018;2014
953177;4570000557;1400953177;G4_FLOG_RF1_MEMB_05;G00018;2014
953182;4570000557;1400953182;G4_FLOG_RF1_MEMB_05;G00018;2014
953185;4570000557;1400953185;G4_FLOG_RF1_MEMB_05;G00018;2014
953194;4570000557;1400953194;G4_FLOG_RF1_MEMB_05;G00018;2014
953195;4570000557;1400953195;G4_FLOG_RF1_MEMB_05;G00018;2014
953196;4570000557;1400953196;G4_FLOG_RF1_MEMB_05;G00018;2014
953201;4570000557;1400953201;G4_FLOG_RF1_MEMB_05;G00018;2014
953204;4570000557;1400953204;G4_FLOG_RF1_MEMB_05;G00018;2014
953209;4570000557;1400953209;G4_FLOG_RF1_MEMB_05;G00018;2014
953210;4570000557;1400953210;G4_FLOG_RF1_MEMB_05;G00018;2014
953211;4570000557;1400953211;G4_FLOG_RF1_MEMB_05;G00018;2014
953220;4570000557;1400953220;G4_FLOG_RF1_MEMB_05;G00018;2014
953222;4570000557;1400953222;G4_FLOG_RF1_MEMB_05;G00018;2014
953233;4570000557;1400953233;G4_FLOG_RF1_MEMB_05;G00018;2014
953279;4570000557;1400953279;G4_FLOG_RF1_MEMB_05;G00018;2014
953342;4570000557;1400953342;G4_FLOG_RF1_MEMB_05;G00018;2014
953376;4570000557;1400953376;G4_FLOG_RF1_MEMB_05;G00018;2014
953377;4570000557;1400953377;G4_FLOG_RF1_MEMB_05;G00018;2014
953387;4570000557;1400953387;G4_FLOG_RF1_MEMB_05;G00018;2014
953398;4570000557;1400953398;G4_FLOG_RF1_MEMB_05;G00018;2014
953400;4570000557;1400953400;G4_FLOG_RF1_MEMB_05;G00018;2014
953415;4570000557;1400953415;G4_FLOG_RF1_MEMB_05;G00018;2014
953425;4570000557;1400953425;G4_FLOG_RF1_MEMB_05;G00018;2014
953436;4570000557;1400953436;G4_FLOG_RF1_MEMB_05;G00018;2014
953443;4570000557;1400953443;G4_FLOG_RF1_MEMB_05;G00018;2014
953865;4570000557;1400953865;G4_FLOG_RF1_MEMB_05;G00018;2014
953896;4570000557;1400953896;G4_FLOG_RF1_MEMB_05;G00018;2014
957344;4570000557;1400957344;G4_FLOG_RF1_MEMB_05;G00018;2014
957351;4570000557;1400957351;G4_FLOG_RF1_MEMB_05;G00018;2014
957359;4570000557;1400957359;G4_FLOG_RF1_MEMB_05;G00018;2014
957361;4570000557;1400957361;G4_FLOG_RF1_MEMB_05;G00018;2014
957362;4570000557;1400957362;G4_FLOG_RF1_MEMB_05;G00018;2014
957363;4570000557;1400957363;G4_FLOG_RF1_MEMB_05;G00018;2014
957365;4570000557;1400957365;G4_FLOG_RF1_MEMB_05;G00018;2014
957366;4570000557;1400957366;G4_FLOG_RF1_MEMB_05;G00018;2014
957370;4570000557;1400957370;G4_FLOG_RF1_MEMB_05;G00018;2014
957374;4570000557;1400957374;G4_FLOG_RF1_MEMB_05;G00018;2014
957378;4570000557;1400957378;G4_FLOG_RF1_MEMB_05;G00018;2014
957380;4570000557;1400957380;G4_FLOG_RF1_MEMB_05;G00018;2014
957382;4570000557;1400957382;G4_FLOG_RF1_MEMB_05;G00018;2014
957383;4570000557;1400957383;G4_FLOG_RF1_MEMB_05;G00018;2014
957385;4570000557;1400957385;G4_FLOG_RF1_MEMB_05;G00018;2014
957386;4570000557;1400957386;G4_FLOG_RF1_MEMB_05;G00018;2014
957387;4570000557;1400957387;G4_FLOG_RF1_MEMB_05;G00018;2014
957392;4570000557;1400957392;G4_FLOG_RF1_MEMB_05;G00018;2014
957395;4570000557;1400957395;G4_FLOG_RF1_MEMB_05;G00018;2014
957396;4570000557;1400957396;G4_FLOG_RF1_MEMB_05;G00018;2014
957401;4570000557;1400957401;G4_FLOG_RF1_MEMB_05;G00018;2014
957403;4570000557;1400957403;G4_FLOG_RF1_MEMB_05;G00018;2014
957404;4570000557;1400957404;G4_FLOG_RF1_MEMB_05;G00018;2014
957406;4570000557;1400957406;G4_FLOG_RF1_MEMB_05;G00018;2014
957541;4570000557;1400957541;G4_FLOG_RF1_MEMB_05;G00018;2014
953956;4570000557;1400953956;G4_FLOG_RF1_MEMB_05;G00018;2014
957127;4570000557;1400957127;G4_FLOG_RF1_MEMB_05;G00018;2014
957128;4570000557;1400957128;G4_FLOG_RF1_MEMB_05;G00018;2014
957129;4570000557;1400957129;G4_FLOG_RF1_MEMB_05;G00018;2014
957130;4570000557;1400957130;G4_FLOG_RF1_MEMB_05;G00018;2014
957131;4570000557;1400957131;G4_FLOG_RF1_MEMB_05;G00018;2014
957132;4570000557;1400957132;G4_FLOG_RF1_MEMB_05;G00018;2014
957134;4570000557;1400957134;G4_FLOG_RF1_MEMB_05;G00018;2014
957137;4570000557;1400957137;G4_FLOG_RF1_MEMB_05;G00018;2014
957138;4570000557;1400957138;G4_FLOG_RF1_MEMB_05;G00018;2014
957139;4570000557;1400957139;G4_FLOG_RF1_MEMB_05;G00018;2014
957140;4570000557;1400957140;G4_FLOG_RF1_MEMB_05;G00018;2014
957141;4570000557;1400957141;G4_FLOG_RF1_MEMB_05;G00018;2014
957144;4570000557;1400957144;G4_FLOG_RF1_MEMB_05;G00018;2014
957148;4570000557;1400957148;G4_FLOG_RF1_MEMB_05;G00018;2014
957152;4570000557;1400957152;G4_FLOG_RF1_MEMB_05;G00018;2014
957153;4570000557;1400957153;G4_FLOG_RF1_MEMB_05;G00018;2014
957155;4570000557;1400957155;G4_FLOG_RF1_MEMB_05;G00018;2014
957159;4570000557;1400957159;G4_FLOG_RF1_MEMB_05;G00018;2014
957160;4570000557;1400957160;G4_FLOG_RF1_MEMB_05;G00018;2014
957161;4570000557;1400957161;G4_FLOG_RF1_MEMB_05;G00018;2014
957165;4570000557;1400957165;G4_FLOG_RF1_MEMB_05;G00018;2014
957166;4570000557;1400957166;G4_FLOG_RF1_MEMB_05;G00018;2014
957168;4570000557;1400957168;G4_FLOG_RF1_MEMB_05;G00018;2014
957169;4570000557;1400957169;G4_FLOG_RF1_MEMB_05;G00018;2014
957188;4570000557;1400957188;G4_FLOG_RF1_MEMB_05;G00018;2014
957243;4570000557;1400957243;G4_FLOG_RF1_MEMB_05;G00018;2014
957255;4570000557;1400957255;G4_FLOG_RF1_MEMB_05;G00018;2014
957692;4570000557;1400957692;G4_FLOG_RF1_MEMB_05;G00018;2014
957732;4570000557;1400957732;G4_FLOG_RF1_MEMB_05;G00018;2014
957922;4570000557;1400957922;G4_FLOG_RF1_MEMB_05;G00018;2014
957928;4570000557;1400957928;G4_FLOG_RF1_MEMB_05;G00018;2014
957934;4570000557;1400957934;G4_FLOG_RF1_MEMB_05;G00018;2014
958069;4570000557;1400958069;G4_FLOG_RF1_MEMB_05;G00018;2014
958093;4570000557;1400958093;G4_FLOG_RF1_MEMB_05;G00018;2014
958102;4570000557;1400958102;G4_FLOG_RF1_MEMB_05;G00018;2014
958114;4570000557;1400958114;G4_FLOG_RF1_MEMB_05;G00018;2014
958416;4570000557;1400958416;G4_FLOG_RF1_MEMB_05;G00018;2014
958442;4570000557;1400958442;G4_FLOG_RF1_MEMB_05;G00018;2014
958469;4570000557;1400958469;G4_FLOG_RF1_MEMB_05;G00018;2014
958484;4570000557;1400958484;G4_FLOG_RF1_MEMB_05;G00018;2014
958532;4570000557;1400958532;G4_FLOG_RF1_MEMB_05;G00018;2014
958538;4570000557;1400958538;G4_FLOG_RF1_MEMB_05;G00018;2014
958878;4570000557;1400958878;G4_FLOG_RF1_MEMB_05;G00018;2014
958943;4570000557;1400958943;G4_FLOG_RF1_MEMB_05;G00018;2014
959099;4570000557;1400959099;G4_FLOG_RF1_MEMB_05;G00018;2014
959272;4570000557;1400959272;G4_FLOG_RF1_MEMB_05;G00018;2014
959471;4570000557;1400959471;G4_FLOG_RF1_MEMB_05;G00018;2014
959794;4570000557;1400959794;G4_FLOG_RF1_MEMB_05;G00018;2014
962409;4570000557;1400962409;G4_FLOG_RF1_MEMB_05;G00018;2014
962600;4570000557;1400962600;G4_FLOG_RF1_MEMB_05;G00018;2014
962610;4570000557;1400962610;G4_FLOG_RF1_MEMB_05;G00018;2014
962942;4570000557;1400962942;G4_FLOG_RF1_MEMB_05;G00018;2014
962944;4570000557;1400962944;G4_FLOG_RF1_MEMB_05;G00018;2014
962952;4570000557;1400962952;G4_FLOG_RF1_MEMB_05;G00018;2014
962955;4570000557;1400962955;G4_FLOG_RF1_MEMB_05;G00018;2014
962958;4570000557;1400962958;G4_FLOG_RF1_MEMB_05;G00018;2014
962965;4570000557;1400962965;G4_FLOG_RF1_MEMB_05;G00018;2014
963001;4570000557;1400963001;G4_FLOG_RF1_MEMB_05;G00018;2014
963165;4570000557;1400963165;G4_FLOG_RF1_MEMB_05;G00018;2014
963168;4570000557;1400963168;G4_FLOG_RF1_MEMB_05;G00018;2014
962781;4570000557;1400962781;G4_FLOG_RF1_MEMB_05;G00018;2014
963350;4570000557;1400963350;G4_FLOG_RF1_MEMB_05;G00018;2014
963361;4570000557;1400963361;G4_FLOG_RF1_MEMB_05;G00018;2014
963390;4570000557;1400963390;G4_FLOG_RF1_MEMB_05;G00018;2014
963401;4570000557;1400963401;G4_FLOG_RF1_MEMB_05;G00018;2014
963636;4570000557;1400963636;G4_FLOG_RF1_MEMB_05;G00018;2014
963898;4570000557;1400963898;G4_FLOG_RF1_MEMB_05;G00018;2014
963900;4570000557;1400963900;G4_FLOG_RF1_MEMB_05;G00018;2014
963904;4570000557;1400963904;G4_FLOG_RF1_MEMB_05;G00018;2014
963906;4570000557;1400963906;G4_FLOG_RF1_MEMB_05;G00018;2014
963910;4570000557;1400963910;G4_FLOG_RF1_MEMB_05;G00018;2014
963911;4570000557;1400963911;G4_FLOG_RF1_MEMB_05;G00018;2014
963912;4570000557;1400963912;G4_FLOG_RF1_MEMB_05;G00018;2014
963915;4570000557;1400963915;G4_FLOG_RF1_MEMB_05;G00018;2014
963919;4570000557;1400963919;G4_FLOG_RF1_MEMB_05;G00018;2014
963920;4570000557;1400963920;G4_FLOG_RF1_MEMB_05;G00018;2014
963923;4570000557;1400963923;G4_FLOG_RF1_MEMB_05;G00018;2014
963927;4570000557;1400963927;G4_FLOG_RF1_MEMB_05;G00018;2014
963928;4570000557;1400963928;G4_FLOG_RF1_MEMB_05;G00018;2014
963930;4570000557;1400963930;G4_FLOG_RF1_MEMB_05;G00018;2014
963931;4570000557;1400963931;G4_FLOG_RF1_MEMB_05;G00018;2014
963934;4570000557;1400963934;G4_FLOG_RF1_MEMB_05;G00018;2014
963939;4570000557;1400963939;G4_FLOG_RF1_MEMB_05;G00018;2014
963940;4570000557;1400963940;G4_FLOG_RF1_MEMB_05;G00018;2014
963941;4570000557;1400963941;G4_FLOG_RF1_MEMB_05;G00018;2014
963942;4570000557;1400963942;G4_FLOG_RF1_MEMB_05;G00018;2014
963944;4570000557;1400963944;G4_FLOG_RF1_MEMB_05;G00018;2014
963945;4570000557;1400963945;G4_FLOG_RF1_MEMB_05;G00018;2014
963948;4570000557;1400963948;G4_FLOG_RF1_MEMB_05;G00018;2014
963950;4570000557;1400963950;G4_FLOG_RF1_MEMB_05;G00018;2014
963953;4570000557;1400963953;G4_FLOG_RF1_MEMB_05;G00018;2014
963958;4570000557;1400963958;G4_FLOG_RF1_MEMB_05;G00018;2014
963959;4570000557;1400963959;G4_FLOG_RF1_MEMB_05;G00018;2014
963969;4570000557;1400963969;G4_FLOG_RF1_MEMB_05;G00018;2014
963975;4570000557;1400963975;G4_FLOG_RF1_MEMB_05;G00018;2014
963977;4570000557;1400963977;G4_FLOG_RF1_MEMB_05;G00018;2014
963979;4570000557;1400963979;G4_FLOG_RF1_MEMB_05;G00018;2014
963982;4570000557;1400963982;G4_FLOG_RF1_MEMB_05;G00018;2014
963984;4570000557;1400963984;G4_FLOG_RF1_MEMB_05;G00018;2014
963985;4570000557;1400963985;G4_FLOG_RF1_MEMB_05;G00018;2014
964007;4570000557;1400964007;G4_FLOG_RF1_MEMB_05;G00018;2014
964008;4570000557;1400964008;G4_FLOG_RF1_MEMB_05;G00018;2014
964009;4570000557;1400964009;G4_FLOG_RF1_MEMB_05;G00018;2014
964020;4570000557;1400964020;G4_FLOG_RF1_MEMB_05;G00018;2014
964027;4570000557;1400964027;G4_FLOG_RF1_MEMB_05;G00018;2014
964028;4570000557;1400964028;G4_FLOG_RF1_MEMB_05;G00018;2014
964117;4570000557;1400964117;G4_FLOG_RF1_MEMB_05;G00018;2014
964124;4570000557;1400964124;G4_FLOG_RF1_MEMB_05;G00018;2014
964129;4570000557;1400964129;G4_FLOG_RF1_MEMB_05;G00018;2014
964130;4570000557;1400964130;G4_FLOG_RF1_MEMB_05;G00018;2014
964131;4570000557;1400964131;G4_FLOG_RF1_MEMB_05;G00018;2014
964133;4570000557;1400964133;G4_FLOG_RF1_MEMB_05;G00018;2014
964135;4570000557;1400964135;G4_FLOG_RF1_MEMB_05;G00018;2014
964139;4570000557;1400964139;G4_FLOG_RF1_MEMB_05;G00018;2014
964142;4570000557;1400964142;G4_FLOG_RF1_MEMB_05;G00018;2014
964160;4570000557;1400964160;G4_FLOG_RF1_MEMB_05;G00018;2014
964164;4570000557;1400964164;G4_FLOG_RF1_MEMB_05;G00018;2014
964169;4570000557;1400964169;G4_FLOG_RF1_MEMB_05;G00018;2014
964172;4570000557;1400964172;G4_FLOG_RF1_MEMB_05;G00018;2014
964173;4570000557;1400964173;G4_FLOG_RF1_MEMB_05;G00018;2014
963743;4570000557;1400963743;G4_FLOG_RF1_MEMB_05;G00018;2014
963763;4570000557;1400963763;G4_FLOG_RF1_MEMB_05;G00018;2014
963871;4570000557;1400963871;G4_FLOG_RF1_MEMB_05;G00018;2014
963878;4570000557;1400963878;G4_FLOG_RF1_MEMB_05;G00018;2014
964256;4570000557;1400964256;G4_FLOG_RF1_MEMB_05;G00018;2014
964269;4570000557;1400964269;G4_FLOG_RF1_MEMB_05;G00018;2014
964275;4570000557;1400964275;G4_FLOG_RF1_MEMB_05;G00018;2014
964284;4570000557;1400964284;G4_FLOG_RF1_MEMB_05;G00018;2014
964288;4570000557;1400964288;G4_FLOG_RF1_MEMB_05;G00018;2014
964300;4570000557;1400964300;G4_FLOG_RF1_MEMB_05;G00018;2014
964308;4570000557;1400964308;G4_FLOG_RF1_MEMB_05;G00018;2014
964313;4570000557;1400964313;G4_FLOG_RF1_MEMB_05;G00018;2014
964211;4570000557;1400964211;G4_FLOG_RF1_MEMB_05;G00018;2014
964510;4570000557;1400964510;G4_FLOG_RF1_MEMB_05;G00018;2014
964514;4570000557;1400964514;G4_FLOG_RF1_MEMB_05;G00018;2014
964516;4570000557;1400964516;G4_FLOG_RF1_MEMB_05;G00018;2014
964518;4570000557;1400964518;G4_FLOG_RF1_MEMB_05;G00018;2014
964530;4570000557;1400964530;G4_FLOG_RF1_MEMB_05;G00018;2014
964534;4570000557;1400964534;G4_FLOG_RF1_MEMB_05;G00018;2014
964546;4570000557;1400964546;G4_FLOG_RF1_MEMB_05;G00018;2014
964572;4570000557;1400964572;G4_FLOG_RF1_MEMB_05;G00018;2014
964590;4570000557;1400964590;G4_FLOG_RF1_MEMB_05;G00018;2014
964591;4570000557;1400964591;G4_FLOG_RF1_MEMB_05;G00018;2014
964600;4570000557;1400964600;G4_FLOG_RF1_MEMB_05;G00018;2014
964602;4570000557;1400964602;G4_FLOG_RF1_MEMB_05;G00018;2014
964609;4570000557;1400964609;G4_FLOG_RF1_MEMB_05;G00018;2014
964643;4570000557;1400964643;G4_FLOG_RF1_MEMB_05;G00018;2014
964658;4570000557;1400964658;G4_FLOG_RF1_MEMB_05;G00018;2014
964662;4570000557;1400964662;G4_FLOG_RF1_MEMB_05;G00018;2014
964663;4570000557;1400964663;G4_FLOG_RF1_MEMB_05;G00018;2014
964683;4570000557;1400964683;G4_FLOG_RF1_MEMB_05;G00018;2014
964713;4570000557;1400964713;G4_FLOG_RF1_MEMB_05;G00018;2014
964742;4570000557;1400964742;G4_FLOG_RF1_MEMB_05;G00018;2014
964760;4570000557;1400964760;G4_FLOG_RF1_MEMB_05;G00018;2014
964774;4570000557;1400964774;G4_FLOG_RF1_MEMB_05;G00018;2014
964783;4570000557;1400964783;G4_FLOG_RF1_MEMB_05;G00018;2014
964810;4570000557;1400964810;G4_FLOG_RF1_MEMB_05;G00018;2014
964822;4570000557;1400964822;G4_FLOG_RF1_MEMB_05;G00018;2014
964826;4570000557;1400964826;G4_FLOG_RF1_MEMB_05;G00018;2014
964834;4570000557;1400964834;G4_FLOG_RF1_MEMB_05;G00018;2014
964862;4570000557;1400964862;G4_FLOG_RF1_MEMB_05;G00018;2014
964881;4570000557;1400964881;G4_FLOG_RF1_MEMB_05;G00018;2014
964887;4570000557;1400964887;G4_FLOG_RF1_MEMB_05;G00018;2014
964896;4570000557;1400964896;G4_FLOG_RF1_MEMB_05;G00018;2014
964905;4570000557;1400964905;G4_FLOG_RF1_MEMB_05;G00018;2014
964906;4570000557;1400964906;G4_FLOG_RF1_MEMB_05;G00018;2014
964917;4570000557;1400964917;G4_FLOG_RF1_MEMB_05;G00018;2014
964919;4570000557;1400964919;G4_FLOG_RF1_MEMB_05;G00018;2014
964923;4570000557;1400964923;G4_FLOG_RF1_MEMB_05;G00018;2014
964942;4570000557;1400964942;G4_FLOG_RF1_MEMB_05;G00018;2014
965003;4570000557;1400965003;G4_FLOG_RF1_MEMB_05;G00018;2014
965007;4570000557;1400965007;G4_FLOG_RF1_MEMB_05;G00018;2014
965024;4570000557;1400965024;G4_FLOG_RF1_MEMB_05;G00018;2014
965033;4570000557;1400965033;G4_FLOG_RF1_MEMB_05;G00018;2014
965038;4570000557;1400965038;G4_FLOG_RF1_MEMB_05;G00018;2014
965042;4570000557;1400965042;G4_FLOG_RF1_MEMB_05;G00018;2014
965045;4570000557;1400965045;G4_FLOG_RF1_MEMB_05;G00018;2014
965057;4570000557;1400965057;G4_FLOG_RF1_MEMB_05;G00018;2014
965061;4570000557;1400965061;G4_FLOG_RF1_MEMB_05;G00018;2014
965080;4570000557;1400965080;G4_FLOG_RF1_MEMB_05;G00018;2014
965088;4570000557;1400965088;G4_FLOG_RF1_MEMB_05;G00018;2014
965092;4570000557;1400965092;G4_FLOG_RF1_MEMB_05;G00018;2014
965094;4570000557;1400965094;G4_FLOG_RF1_MEMB_05;G00018;2014
965107;4570000557;1400965107;G4_FLOG_RF1_MEMB_05;G00018;2014
965120;4570000557;1400965120;G4_FLOG_RF1_MEMB_05;G00018;2014
965121;4570000557;1400965121;G4_FLOG_RF1_MEMB_05;G00018;2014
965126;4570000557;1400965126;G4_FLOG_RF1_MEMB_05;G00018;2014
965129;4570000557;1400965129;G4_FLOG_RF1_MEMB_05;G00018;2014
965130;4570000557;1400965130;G4_FLOG_RF1_MEMB_05;G00018;2014
965137;4570000557;1400965137;G4_FLOG_RF1_MEMB_05;G00018;2014
965254;4570000557;1400965254;G4_FLOG_RF1_MEMB_05;G00018;2014
965260;4570000557;1400965260;G4_FLOG_RF1_MEMB_05;G00018;2014
965306;4570000557;1400965306;G4_FLOG_RF1_MEMB_05;G00018;2014
965385;4570000557;1400965385;G4_FLOG_RF1_MEMB_05;G00018;2014
965401;4570000557;1400965401;G4_FLOG_RF1_MEMB_05;G00018;2014
967063;4570000557;1400967063;G4_FLOG_RF1_MEMB_05;G00018;2014
967077;4570000557;1400967077;G4_FLOG_RF1_MEMB_05;G00018;2014
967754;4570000557;1400967754;G4_FLOG_RF1_MEMB_05;G00018;2014
968402;4570000557;1400968402;G4_FLOG_RF1_MEMB_05;G00018;2014
968530;4570000557;1400968530;G4_FLOG_RF1_MEMB_05;G00018;2014
968537;4570000557;1400968537;G4_FLOG_RF1_MEMB_05;G00018;2014
968543;4570000557;1400968543;G4_FLOG_RF1_MEMB_05;G00018;2014
968544;4570000557;1400968544;G4_FLOG_RF1_MEMB_05;G00018;2014
968563;4570000557;1400968563;G4_FLOG_RF1_MEMB_05;G00018;2014
968584;4570000557;1400968584;G4_FLOG_RF1_MEMB_05;G00018;2014
968597;4570000557;1400968597;G4_FLOG_RF1_MEMB_05;G00018;2014
968601;4570000557;1400968601;G4_FLOG_RF1_MEMB_05;G00018;2014
968604;4570000557;1400968604;G4_FLOG_RF1_MEMB_05;G00018;2014
968614;4570000557;1400968614;G4_FLOG_RF1_MEMB_05;G00018;2014
968617;4570000557;1400968617;G4_FLOG_RF1_MEMB_05;G00018;2014
968632;4570000557;1400968632;G4_FLOG_RF1_MEMB_05;G00018;2014
968634;4570000557;1400968634;G4_FLOG_RF1_MEMB_05;G00018;2014
968636;4570000557;1400968636;G4_FLOG_RF1_MEMB_05;G00018;2014
968643;4570000557;1400968643;G4_FLOG_RF1_MEMB_05;G00018;2014
968651;4570000557;1400968651;G4_FLOG_RF1_MEMB_05;G00018;2014
968657;4570000557;1400968657;G4_FLOG_RF1_MEMB_05;G00018;2014
968663;4570000557;1400968663;G4_FLOG_RF1_MEMB_05;G00018;2014
968664;4570000557;1400968664;G4_FLOG_RF1_MEMB_05;G00018;2014
968669;4570000557;1400968669;G4_FLOG_RF1_MEMB_05;G00018;2014
968672;4570000557;1400968672;G4_FLOG_RF1_MEMB_05;G00018;2014
968682;4570000557;1400968682;G4_FLOG_RF1_MEMB_05;G00018;2014
968685;4570000557;1400968685;G4_FLOG_RF1_MEMB_05;G00018;2014
968687;4570000557;1400968687;G4_FLOG_RF1_MEMB_05;G00018;2014
968688;4570000557;1400968688;G4_FLOG_RF1_MEMB_05;G00018;2014
968689;4570000557;1400968689;G4_FLOG_RF1_MEMB_05;G00018;2014
968691;4570000557;1400968691;G4_FLOG_RF1_MEMB_05;G00018;2014
968694;4570000557;1400968694;G4_FLOG_RF1_MEMB_05;G00018;2014
968695;4570000557;1400968695;G4_FLOG_RF1_MEMB_05;G00018;2014
968696;4570000557;1400968696;G4_FLOG_RF1_MEMB_05;G00018;2014
968699;4570000557;1400968699;G4_FLOG_RF1_MEMB_05;G00018;2014
968700;4570000557;1400968700;G4_FLOG_RF1_MEMB_05;G00018;2014
968701;4570000557;1400968701;G4_FLOG_RF1_MEMB_05;G00018;2014
968702;4570000557;1400968702;G4_FLOG_RF1_MEMB_05;G00018;2014
968705;4570000557;1400968705;G4_FLOG_RF1_MEMB_05;G00018;2014
968706;4570000557;1400968706;G4_FLOG_RF1_MEMB_05;G00018;2014
968707;4570000557;1400968707;G4_FLOG_RF1_MEMB_05;G00018;2014
968710;4570000557;1400968710;G4_FLOG_RF1_MEMB_05;G00018;2014
968711;4570000557;1400968711;G4_FLOG_RF1_MEMB_05;G00018;2014
968712;4570000557;1400968712;G4_FLOG_RF1_MEMB_05;G00018;2014
968713;4570000557;1400968713;G4_FLOG_RF1_MEMB_05;G00018;2014
968714;4570000557;1400968714;G4_FLOG_RF1_MEMB_05;G00018;2014
968715;4570000557;1400968715;G4_FLOG_RF1_MEMB_05;G00018;2014
968718;4570000557;1400968718;G4_FLOG_RF1_MEMB_05;G00018;2014
968720;4570000557;1400968720;G4_FLOG_RF1_MEMB_05;G00018;2014
968721;4570000557;1400968721;G4_FLOG_RF1_MEMB_05;G00018;2014
968722;4570000557;1400968722;G4_FLOG_RF1_MEMB_05;G00018;2014
968723;4570000557;1400968723;G4_FLOG_RF1_MEMB_05;G00018;2014
968724;4570000557;1400968724;G4_FLOG_RF1_MEMB_05;G00018;2014
968725;4570000557;1400968725;G4_FLOG_RF1_MEMB_05;G00018;2014
968726;4570000557;1400968726;G4_FLOG_RF1_MEMB_05;G00018;2014
968763;4570000557;1400968763;G4_FLOG_RF1_MEMB_05;G00018;2014
968764;4570000557;1400968764;G4_FLOG_RF1_MEMB_05;G00018;2014
968779;4570000557;1400968779;G4_FLOG_RF1_MEMB_05;G00018;2014
968929;4570000557;1400968929;G4_FLOG_RF1_MEMB_05;G00018;2014
969106;4570000557;1400969106;G4_FLOG_RF1_MEMB_05;G00018;2014
969272;4570000557;1400969272;G4_FLOG_RF1_MEMB_05;G00018;2014
969277;4570000557;1400969277;G4_FLOG_RF1_MEMB_05;G00018;2014
