gysz;Megrendelésszám;Gyáriszám;Megnevezés ;Cikkszám;GYÉv;;
01167274;4570000557;1801167274;G4_FLOG_RF1_MEMB_05;G00018;2018;001167274;01167274
01167061;4570000557;1801167061;G4_FLOG_RF1_MEMB_05;G00018;2018;001167061;01167061
01167081;4570000557;1801167081;G4_FLOG_RF1_MEMB_05;G00018;2018;001167081;01167081
01168703;4570000557;1801168703;G4_FLOG_RF1_MEMB_05;G00018;2018;001168703;01168703
01169257;4570000557;1801169257;G4_FLOG_RF1_MEMB_05;G00018;2018;001169257;01169257
01169418;4570000557;1801169418;G4_FLOG_RF1_MEMB_05;G00018;2018;001169418;01169418
01170556;4570000557;1801170556;G4_FLOG_RF1_MEMB_05;G00018;2018;001170556;01170556
01180739;4570000557;1801180739;G4_FLOG_RF1_MEMB_05;G00018;2018;001180739;01180739
01180775;4570000557;1801180775;G4_FLOG_RF1_MEMB_05;G00018;2018;001180775;01180775
01180935;4570000557;1801180935;G4_FLOG_RF1_MEMB_05;G00018;2018;001180935;01180935
01181327;4570000557;1801181327;G4_FLOG_RF1_MEMB_05;G00018;2018;001181327;01181327
01181687;4570000557;1801181687;G4_FLOG_RF1_MEMB_05;G00018;2018;001181687;01181687
01181963;4570000557;1801181963;G4_FLOG_RF1_MEMB_05;G00018;2018;001181963;01181963
01182608;4570000557;1801182608;G4_FLOG_RF1_MEMB_05;G00018;2018;001182608;01182608
01184951;4570000557;1801184951;G4_FLOG_RF1_MEMB_05;G00018;2018;001184951;01184951
01185193;4570000557;1801185193;G4_FLOG_RF1_MEMB_05;G00018;2018;001185193;01185193
01188541;4570000557;1801188541;G4_FLOG_RF1_MEMB_05;G00018;2018;001188541;01188541
01188725;4570000557;1801188725;G4_FLOG_RF1_MEMB_05;G00018;2018;001188725;01188725
01188843;4570000557;1801188843;G4_FLOG_RF1_MEMB_05;G00018;2018;001188843;01188843
01189718;4570000557;1801189718;G4_FLOG_RF1_MEMB_05;G00018;2018;001189718;01189718
01189807;4570000557;1801189807;G4_FLOG_RF1_MEMB_05;G00018;2018;001189807;01189807
01189933;4570000557;1801189933;G4_FLOG_RF1_MEMB_05;G00018;2018;001189933;01189933
01190113;4570000557;1801190113;G4_FLOG_RF1_MEMB_05;G00018;2018;001190113;01190113
01190866;4570000557;1801190866;G4_FLOG_RF1_MEMB_05;G00018;2018;001190866;01190866
01191283;4570000557;1801191283;G4_FLOG_RF1_MEMB_05;G00018;2018;001191283;01191283
01205686;4570000557;1901205686;G4_FLOG_RF1_MEMB_05;G00018;2019;001205686;01205686
01206844;4570000557;1901206844;G4_FLOG_RF1_MEMB_05;G00018;2019;001206844;01206844
01207006;4570000557;1901207006;G4_FLOG_RF1_MEMB_05;G00018;2019;001207006;01207006
01207054;4570000557;1901207054;G4_FLOG_RF1_MEMB_05;G00018;2019;001207054;01207054
01206721;4570000557;1901206721;G4_FLOG_RF1_MEMB_05;G00018;2019;001206721;01206721
01206983;4570000557;1901206983;G4_FLOG_RF1_MEMB_05;G00018;2019;001206983;01206983
01208035;4570000557;1901208035;G4_FLOG_RF1_MEMB_05;G00018;2019;001208035;01208035
01212145;4570000557;1901212145;G4_FLOG_RF1_MEMB_05;G00018;2019;001212145;01212145
01212940;4570000557;1901212940;G4_FLOG_RF1_MEMB_05;G00018;2019;001212940;01212940
01213049;4570000557;1901213049;G4_FLOG_RF1_MEMB_05;G00018;2019;001213049;01213049
01245882;4570000557;2001245882;G4_FLOG_RF1_MEMB_05;G00018;2020;001245882;01245882
01215715;4570000557;2001215715;G4_FLOG_RF1_MEMB_05;G00018;2020;001215715;01215715
01245922;4570000557;2001245922;G4_FLOG_RF1_MEMB_05;G00018;2020;001245922;01245922
01216458;4570000557;2001216458;G4_FLOG_RF1_MEMB_05;G00018;2020;001216458;01216458
01216399;4570000557;2001216399;G4_FLOG_RF1_MEMB_05;G00018;2020;001216399;01216399
01216410;4570000557;2001216410;G4_FLOG_RF1_MEMB_05;G00018;2020;001216410;01216410
01216432;4570000557;2001216432;G4_FLOG_RF1_MEMB_05;G00018;2020;001216432;01216432
01260543;4570000557;2001260543;G4_FLOG_RF1_MEMB_05;G00018;2020;001260543;01260543
01258464;4570000557;2001258464;G4_FLOG_RF1_MEMB_05;G00018;2020;001258464;01258464
01260777;4570000557;2001260777;G4_FLOG_RF1_MEMB_05;G00018;2020;001260777;01260777
01258075;4570000557;2001258075;G4_FLOG_RF1_MEMB_05;G00018;2020;001258075;01258075
01259679;4570000557;2001259679;G4_FLOG_RF1_MEMB_05;G00018;2020;001259679;01259679
01257799;4570000557;2001257799;G4_FLOG_RF1_MEMB_05;G00018;2020;001257799;01257799
01258691;4570000557;2001258691;G4_FLOG_RF1_MEMB_05;G00018;2020;001258691;01258691
01262120;4570000557;2001262120;G4_FLOG_RF1_MEMB_05;G00018;2020;001262120;01262120
01270066;4570000557;2001270066;G4_FLOG_RF1_MEMB_05;G00018;2020;001270066;01270066
01270078;4570000557;2001270078;G4_FLOG_RF1_MEMB_05;G00018;2020;001270078;01270078
01271572;4570000557;2001271572;G4_FLOG_RF1_MEMB_05;G00018;2020;001271572;01271572
01268399;4570000557;2001268399;G4_FLOG_RF1_MEMB_05;G00018;2020;001268399;01268399
01270395;4570000557;2001270395;G4_FLOG_RF1_MEMB_05;G00018;2020;001270395;01270395
01270951;4570000557;2001270951;G4_FLOG_RF1_MEMB_05;G00018;2020;001270951;01270951
01272680;4570000557;2001272680;G4_FLOG_RF1_MEMB_05;G00018;2020;001272680;01272680
01276224;4570000557;2001276224;G4_FLOG_RF1_MEMB_05;G00018;2020;001276224;01276224
01268620;4570000557;2001268620;G4_FLOG_RF1_MEMB_05;G00018;2020;001268620;01268620
01271476;4570000557;2001271476;G4_FLOG_RF1_MEMB_05;G00018;2020;001271476;01271476
01271499;4570000557;2001271499;G4_FLOG_RF1_MEMB_05;G00018;2020;001271499;01271499
01277486;4570000557;2001277486;G4_FLOG_RF1_MEMB_05;G00018;2020;001277486;01277486
01262905;4570000557;2001262905;G4_FLOG_RF1_MEMB_05;G00018;2020;001262905;01262905
01270773;4570000557;2001270773;G4_FLOG_RF1_MEMB_05;G00018;2020;001270773;01270773
01271123;4570000557;2001271123;G4_FLOG_RF1_MEMB_05;G00018;2020;001271123;01271123
01271158;4570000557;2001271158;G4_FLOG_RF1_MEMB_05;G00018;2020;001271158;01271158
01269499;4570000557;2001269499;G4_FLOG_RF1_MEMB_05;G00018;2020;001269499;01269499
01269535;4570000557;2001269535;G4_FLOG_RF1_MEMB_05;G00018;2020;001269535;01269535
01271068;4570000557;2001271068;G4_FLOG_RF1_MEMB_05;G00018;2020;001271068;01271068
01273760;4570000557;2001273760;G4_FLOG_RF1_MEMB_05;G00018;2020;001273760;01273760
01277875;4570000557;2001277875;G4_FLOG_RF1_MEMB_05;G00018;2020;001277875;01277875
01278285;4570000557;2001278285;G4_FLOG_RF1_MEMB_05;G00018;2020;001278285;01278285
01285641;4570000557;2001285641;G4_FLOG_RF1_MEMB_05;G00018;2020;001285641;01285641
01270259;4570000557;2001270259;G4_FLOG_RF1_MEMB_05;G00018;2020;001270259;01270259
01272660;4570000557;2001272660;G4_FLOG_RF1_MEMB_05;G00018;2020;001272660;01272660
01294734;4570000557;16102101294734;G4_FLOG_RF1_MEMB_05;G00018;2021;001294734;01294734
01289981;4570000557;2101289981;G4_FLOG_RF1_MEMB_05;G00018;2021;001289981;01289981
01290325;4570000557;2101290325;G4_FLOG_RF1_MEMB_05;G00018;2021;001290325;01290325
01290358;4570000557;2101290358;G4_FLOG_RF1_MEMB_05;G00018;2021;001290358;01290358
01291077;4570000557;2101291077;G4_FLOG_RF1_MEMB_05;G00018;2021;001291077;01291077
01291446;4570000557;2101291446;G4_FLOG_RF1_MEMB_05;G00018;2021;001291446;01291446
01272280;4570000557;2001272280;G4_FLOG_RF1_MEMB_05;G00018;2021;001272280;01272280
01272597;4570000557;2001272597;G4_FLOG_RF1_MEMB_05;G00018;2021;001272597;01272597
01286754;4570000557;2001286754;G4_FLOG_RF1_MEMB_05;G00018;2021;001286754;01286754
01286880;4570000557;2001286880;G4_FLOG_RF1_MEMB_05;G00018;2021;001286880;01286880
01286882;4570000557;2001286882;G4_FLOG_RF1_MEMB_05;G00018;2021;001286882;01286882
01287226;4570000557;2001287226;G4_FLOG_RF1_MEMB_05;G00018;2021;001287226;01287226
01287247;4570000557;2001287247;G4_FLOG_RF1_MEMB_05;G00018;2021;001287247;01287247
01287251;4570000557;2001287251;G4_FLOG_RF1_MEMB_05;G00018;2021;001287251;01287251
01287282;4570000557;2001287282;G4_FLOG_RF1_MEMB_05;G00018;2021;001287282;01287282
01299959;4570000557;2101299959;G4_FLOG_RF1_MEMB_05;G00018;2021;001299959;01299959
01300544;4570000557;2101300544;G4_FLOG_RF1_MEMB_05;G00018;2021;001300544;01300544
01294735;4570000557;2101294735;G4_FLOG_RF1_MEMB_05;G00018;2021;001294735;01294735
01290785;4570000557;2101290785;G4_FLOG_RF1_MEMB_05;G00018;2021;001290785;01290785
01294518;4570000557;2101294518;G4_FLOG_RF1_MEMB_05;G00018;2021;001294518;01294518
01295074;4570000557;2101295074;G4_FLOG_RF1_MEMB_05;G00018;2021;001295074;01295074
01300328;4570000557;2101300328;G4_FLOG_RF1_MEMB_05;G00018;2021;001300328;01300328
01300714;4570000557;2101300714;G4_FLOG_RF1_MEMB_05;G00018;2021;001300714;01300714
01286589;4570000557;2001286589;G4_FLOG_RF1_MEMB_05;G00018;2021;001286589;01286589
01302401;4570000557;2101302401;G4_FLOG_RF1_MEMB_05;G00018;2021;001302401;01302401
01302332;4570000557;2101302332;G4_FLOG_RF1_MEMB_05;G00018;2021;001302332;01302332
01308049;4570000557;2101308049;G4_FLOG_RF1_MEMB_05;G00018;2021;001308049;01308049
01308294;4570000557;2101308294;G4_FLOG_RF1_MEMB_05;G00018;2021;001308294;01308294
01308850;4570000557;2101308850;G4_FLOG_RF1_MEMB_05;G00018;2021;001308850;01308850
01309211;4570000557;2101309211;G4_FLOG_RF1_MEMB_05;G00018;2021;001309211;01309211
01311658;4570000557;2101311658;G4_FLOG_RF1_MEMB_05;G00018;2021;001311658;01311658
01312577;4570000557;2101312577;G4_FLOG_RF1_MEMB_05;G00018;2021;001312577;01312577
01310389;4570000557;2101310389;G4_FLOG_RF1_MEMB_05;G00018;2021;001310389;01310389
01310853;4570000557;2101310853;G4_FLOG_RF1_MEMB_05;G00018;2021;001310853;01310853
01317998;4570000557;2101317998;G4_FLOG_RF1_MEMB_05;G00018;2021;001317998;01317998
01318182;4570000557;2101318182;G4_FLOG_RF1_MEMB_05;G00018;2021;001318182;01318182
01319493;4570000557;2101319493;G4_FLOG_RF1_MEMB_05;G00018;2021;001319493;01319493
01318947;4570000557;2101318947;G4_FLOG_RF1_MEMB_05;G00018;2021;001318947;01318947
01319467;4570000557;2101319467;G4_FLOG_RF1_MEMB_05;G00018;2021;001319467;01319467
01319217;4570000557;2101319217;G4_FLOG_RF1_MEMB_05;G00018;2021;001319217;01319217
01319275;4570000557;2101319275;G4_FLOG_RF1_MEMB_05;G00018;2021;001319275;01319275
01320884;4570000557;2101320884;G4_FLOG_RF1_MEMB_05;G00018;2021;001320884;01320884
01320925;4570000557;2101320925;G4_FLOG_RF1_MEMB_05;G00018;2021;001320925;01320925
01314541;4570000557;2101314541;G4_FLOG_RF1_MEMB_05;G00018;2021;001314541;01314541
01322272;4570000557;2101322272;G4_FLOG_RF1_MEMB_05;G00018;2021;001322272;01322272
01316067;4570000557;2101316067;G4_FLOG_RF1_MEMB_05;G00018;2021;001316067;01316067
01328907;4570000557;2101328907;G4_FLOG_RF1_MEMB_05;G00018;2021;001328907;01328907
01328841;4570000557;2101328841;G4_FLOG_RF1_MEMB_05;G00018;2021;001328841;01328841
01329011;4570000557;2101329011;G4_FLOG_RF1_MEMB_05;G00018;2021;001329011;01329011
01329534;4570000557;2101329534;G4_FLOG_RF1_MEMB_05;G00018;2021;001329534;01329534
01321267;4570000557;2101321267;G4_FLOG_RF1_MEMB_05;G00018;2021;001321267;01321267
01321317;4570000557;2101321317;G4_FLOG_RF1_MEMB_05;G00018;2021;001321317;01321317
01321566;4570000557;2101321566;G4_FLOG_RF1_MEMB_05;G00018;2021;001321566;01321566
01321829;4570000557;2101321829;G4_FLOG_RF1_MEMB_05;G00018;2021;001321829;01321829
01322209;4570000557;2101322209;G4_FLOG_RF1_MEMB_05;G00018;2021;001322209;01322209
01322296;4570000557;2101322296;G4_FLOG_RF1_MEMB_05;G00018;2021;001322296;01322296
01322399;4570000557;2101322399;G4_FLOG_RF1_MEMB_05;G00018;2021;001322399;01322399
01327556;4570000557;2101327556;G4_FLOG_RF1_MEMB_05;G00018;2021;001327556;01327556
01328588;4570000557;2101328588;G4_FLOG_RF1_MEMB_05;G00018;2021;001328588;01328588
01328716;4570000557;2101328716;G4_FLOG_RF1_MEMB_05;G00018;2021;001328716;01328716
01331433;4570000557;2201331433;G4_FLOG_RF1_MEMB_05;G00018;2021;001331433;01331433
01331453;4570000557;2201331453;G4_FLOG_RF1_MEMB_05;G00018;2021;001331453;01331453
01331702;4570000557;2201331702;G4_FLOG_RF1_MEMB_05;G00018;2021;001331702;01331702
01330901;4570000557;2201330901;G4_FLOG_RF1_MEMB_05;G00018;2022;001330901;01330901
01332033;4570000557;2201332033;G4_FLOG_RF1_MEMB_05;G00018;2022;001332033;01332033
01332423;4570000557;2201332423;G4_FLOG_RF1_MEMB_05;G00018;2022;001332423;01332423
01332758;4570000557;2201332758;G4_FLOG_RF1_MEMB_05;G00018;2022;001332758;01332758
01332945;4570000557;2201332945;G4_FLOG_RF1_MEMB_05;G00018;2022;001332945;01332945
01334432;4570000557;2201334432;G4_FLOG_RF1_MEMB_05;G00018;2022;001334432;01334432
01334591;4570000557;2201334591;G4_FLOG_RF1_MEMB_05;G00018;2022;001334591;01334591
01333184;4570000557;2201333184;G4_FLOG_RF1_MEMB_05;G00018;2022;001333184;01333184
01333509;4570000557;2201333509;G4_FLOG_RF1_MEMB_05;G00018;2022;001333509;01333509
01333830;4570000557;2201333830;G4_FLOG_RF1_MEMB_05;G00018;2022;001333830;01333830
01334180;4570000557;2201334180;G4_FLOG_RF1_MEMB_05;G00018;2022;001334180;01334180
01337299;4570000557;2201337299;G4_FLOG_RF1_MEMB_05;G00018;2022;001337299;01337299
01337447;4570000557;2201337447;G4_FLOG_RF1_MEMB_05;G00018;2022;001337447;01337447
01350729;4570000557;2201350729;G4_FLOG_RF1_MEMB_05;G00018;2022;001350729;01350729
01350897;4570000557;2201350897;G4_FLOG_RF1_MEMB_05;G00018;2022;001350897;01350897
01350464;4570000557;2201350464;G4_FLOG_RF1_MEMB_05;G00018;2022;001350464;01350464
01350340;4570000557;2201350340;G4_FLOG_RF1_MEMB_05;G00018;2022;001350340;01350340
01344229;4570000557;3702201344229;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2022;001344229;01344229
01344333;4570000557;3702201344333;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2022;001344333;01344333
01344317;4570000557;3702201344317;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2022;001344317;01344317
01344131;4570000557;3702201344131;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2022;001344131;01344131
01344065;4570000557;3702201344065;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2022;001344065;01344065
01087391;4570000557;3701601087391;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2016;001087391;01087391
01087402;4570000557;3701601087402;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2016;001087402;01087402
01087848;4570000557;3701601087848;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2016;001087848;01087848
01087886;4570000557;3701601087886;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2016;001087886;01087886
0976715;4570000557;3701400976715;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00976715;0976715
01011500;4570000557;3701501011500;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2015;001011500;01011500
0981562;4570000557;3701400981562;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00981562;0981562
0967005;4570000557;3701400967005;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00967005;0967005
0550309;4570000557;300550309;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2003;00550309;0550309
0551478;4570000557;300551478;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2003;00551478;0551478
0551811;4570000557;300551811;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2003;00551811;0551811
0552263;4570000557;300552263;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2003;00552263;0552263
022355885;4570000557;22355885;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2006;0022355885;022355885
0965612;4570000557;1400965612;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965612;0965612
0965673;4570000557;1400965673;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965673;0965673
0965682;4570000557;1400965682;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965682;0965682
0965696;4570000557;1400965696;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965696;0965696
0965731;4570000557;1400965731;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965731;0965731
0965733;4570000557;1400965733;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965733;0965733
0965734;4570000557;1400965734;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965734;0965734
0965739;4570000557;1400965739;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965739;0965739
0965741;4570000557;1400965741;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965741;0965741
0965742;4570000557;1400965742;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965742;0965742
0965743;4570000557;1400965743;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965743;0965743
0965745;4570000557;1400965745;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965745;0965745
0965749;4570000557;1400965749;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965749;0965749
0965750;4570000557;1400965750;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965750;0965750
0965751;4570000557;1400965751;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965751;0965751
0965752;4570000557;1400965752;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965752;0965752
0965754;4570000557;1400965754;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965754;0965754
0965756;4570000557;1400965756;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965756;0965756
0965760;4570000557;1400965760;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965760;0965760
0965761;4570000557;1400965761;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965761;0965761
0965765;4570000557;1400965765;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965765;0965765
0965769;4570000557;1400965769;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965769;0965769
0965772;4570000557;1400965772;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965772;0965772
0965778;4570000557;1400965778;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965778;0965778
0965780;4570000557;1400965780;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965780;0965780
0965781;4570000557;1400965781;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965781;0965781
0965785;4570000557;1400965785;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965785;0965785
0965786;4570000557;1400965786;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965786;0965786
0965794;4570000557;1400965794;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965794;0965794
0965796;4570000557;1400965796;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965796;0965796
0965819;4570000557;1400965819;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965819;0965819
0965824;4570000557;1400965824;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965824;0965824
0965857;4570000557;1400965857;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965857;0965857
0965861;4570000557;1400965861;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965861;0965861
0965862;4570000557;1400965862;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965862;0965862
0965864;4570000557;1400965864;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965864;0965864
0965867;4570000557;1400965867;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965867;0965867
0965869;4570000557;1400965869;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965869;0965869
0965871;4570000557;1400965871;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965871;0965871
0965872;4570000557;1400965872;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965872;0965872
0965873;4570000557;1400965873;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965873;0965873
0965874;4570000557;1400965874;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965874;0965874
0965875;4570000557;1400965875;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965875;0965875
0965876;4570000557;1400965876;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965876;0965876
0965877;4570000557;1400965877;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965877;0965877
0965879;4570000557;1400965879;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965879;0965879
0965880;4570000557;1400965880;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965880;0965880
0965882;4570000557;1400965882;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965882;0965882
0965887;4570000557;1400965887;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965887;0965887
0965899;4570000557;1400965899;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965899;0965899
0965900;4570000557;1400965900;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965900;0965900
0965903;4570000557;1400965903;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965903;0965903
0965904;4570000557;1400965904;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965904;0965904
0965905;4570000557;1400965905;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965905;0965905
0965909;4570000557;1400965909;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965909;0965909
0965910;4570000557;1400965910;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965910;0965910
0965912;4570000557;1400965912;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965912;0965912
0965913;4570000557;1400965913;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965913;0965913
0965914;4570000557;1400965914;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965914;0965914
0965916;4570000557;1400965916;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965916;0965916
0965917;4570000557;1400965917;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965917;0965917
0965918;4570000557;1400965918;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965918;0965918
0965919;4570000557;1400965919;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965919;0965919
0965920;4570000557;1400965920;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965920;0965920
0965922;4570000557;1400965922;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965922;0965922
0965924;4570000557;1400965924;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965924;0965924
0965925;4570000557;1400965925;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965925;0965925
0965935;4570000557;1400965935;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965935;0965935
0965998;4570000557;1400965998;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965998;0965998
0965999;4570000557;1400965999;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00965999;0965999
0966001;4570000557;1400966001;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966001;0966001
0966003;4570000557;1400966003;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966003;0966003
0966004;4570000557;1400966004;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966004;0966004
0966011;4570000557;1400966011;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966011;0966011
0966014;4570000557;1400966014;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966014;0966014
0966015;4570000557;1400966015;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966015;0966015
0966016;4570000557;1400966016;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966016;0966016
0966019;4570000557;1400966019;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966019;0966019
0966020;4570000557;1400966020;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966020;0966020
0966023;4570000557;1400966023;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966023;0966023
0966025;4570000557;1400966025;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966025;0966025
0966031;4570000557;1400966031;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966031;0966031
0966039;4570000557;1400966039;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966039;0966039
0966049;4570000557;1400966049;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966049;0966049
0966053;4570000557;1400966053;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966053;0966053
0966054;4570000557;1400966054;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966054;0966054
0966055;4570000557;1400966055;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966055;0966055
0966063;4570000557;1400966063;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966063;0966063
0966064;4570000557;1400966064;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966064;0966064
0966071;4570000557;1400966071;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966071;0966071
0966093;4570000557;1400966093;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966093;0966093
0966146;4570000557;1400966146;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966146;0966146
0966161;4570000557;1400966161;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966161;0966161
0966175;4570000557;1400966175;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966175;0966175
0966257;4570000557;1400966257;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966257;0966257
0966265;4570000557;1400966265;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966265;0966265
0966296;4570000557;1400966296;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966296;0966296
0966326;4570000557;1400966326;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966326;0966326
0966397;4570000557;1400966397;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966397;0966397
0966422;4570000557;1400966422;G4_FLOGISTON_RF1_ECS_MEMB_05;G00103;2014;00966422;0966422
