gysz;Megrendelésszám;Gyáriszám;Megnevezés ;Cikkszám;GYÉv;;
00916794;4570000557;1300916794;G4_FLOG_RF1_MEMB_05;G00018;2013;000916794;0000916794
00916795;4570000557;1300916795;G4_FLOG_RF1_MEMB_05;G00018;2013;000916795;0000916795
00916796;4570000557;1300916796;G4_FLOG_RF1_MEMB_05;G00018;2013;000916796;0000916796
00916797;4570000557;1300916797;G4_FLOG_RF1_MEMB_05;G00018;2013;000916797;0000916797
00916799;4570000557;1300916799;G4_FLOG_RF1_MEMB_05;G00018;2013;000916799;0000916799
00916800;4570000557;1300916800;G4_FLOG_RF1_MEMB_05;G00018;2013;000916800;0000916800
00916801;4570000557;1300916801;G4_FLOG_RF1_MEMB_05;G00018;2013;000916801;0000916801
00916822;4570000557;1300916822;G4_FLOG_RF1_MEMB_05;G00018;2013;000916822;0000916822
00916824;4570000557;1300916824;G4_FLOG_RF1_MEMB_05;G00018;2013;000916824;0000916824
00916825;4570000557;1300916825;G4_FLOG_RF1_MEMB_05;G00018;2013;000916825;0000916825
00916830;4570000557;1300916830;G4_FLOG_RF1_MEMB_05;G00018;2013;000916830;0000916830
00917224;4570000557;1300917224;G4_FLOG_RF1_MEMB_05;G00018;2013;000917224;0000917224
00917357;4570000557;1300917357;G4_FLOG_RF1_MEMB_05;G00018;2013;000917357;0000917357
00917376;4570000557;1300917376;G4_FLOG_RF1_MEMB_05;G00018;2013;000917376;0000917376
00917389;4570000557;1300917389;G4_FLOG_RF1_MEMB_05;G00018;2013;000917389;0000917389
00917393;4570000557;1300917393;G4_FLOG_RF1_MEMB_05;G00018;2013;000917393;0000917393
00917398;4570000557;1300917398;G4_FLOG_RF1_MEMB_05;G00018;2013;000917398;0000917398
00917400;4570000557;1300917400;G4_FLOG_RF1_MEMB_05;G00018;2013;000917400;0000917400
00917402;4570000557;1300917402;G4_FLOG_RF1_MEMB_05;G00018;2013;000917402;0000917402
00917404;4570000557;1300917404;G4_FLOG_RF1_MEMB_05;G00018;2013;000917404;0000917404
00917408;4570000557;1300917408;G4_FLOG_RF1_MEMB_05;G00018;2013;000917408;0000917408
00917413;4570000557;1300917413;G4_FLOG_RF1_MEMB_05;G00018;2013;000917413;0000917413
00917414;4570000557;1300917414;G4_FLOG_RF1_MEMB_05;G00018;2013;000917414;0000917414
00917415;4570000557;1300917415;G4_FLOG_RF1_MEMB_05;G00018;2013;000917415;0000917415
00917417;4570000557;1300917417;G4_FLOG_RF1_MEMB_05;G00018;2013;000917417;0000917417
00917418;4570000557;1300917418;G4_FLOG_RF1_MEMB_05;G00018;2013;000917418;0000917418
00917420;4570000557;1300917420;G4_FLOG_RF1_MEMB_05;G00018;2013;000917420;0000917420
00917421;4570000557;1300917421;G4_FLOG_RF1_MEMB_05;G00018;2013;000917421;0000917421
00917422;4570000557;1300917422;G4_FLOG_RF1_MEMB_05;G00018;2013;000917422;0000917422
00917424;4570000557;1300917424;G4_FLOG_RF1_MEMB_05;G00018;2013;000917424;0000917424
00917438;4570000557;1300917438;G4_FLOG_RF1_MEMB_05;G00018;2013;000917438;0000917438
00917441;4570000557;1300917441;G4_FLOG_RF1_MEMB_05;G00018;2013;000917441;0000917441
00917446;4570000557;1300917446;G4_FLOG_RF1_MEMB_05;G00018;2013;000917446;0000917446
00917447;4570000557;1300917447;G4_FLOG_RF1_MEMB_05;G00018;2013;000917447;0000917447
00917476;4570000557;1300917476;G4_FLOG_RF1_MEMB_05;G00018;2013;000917476;0000917476
00917477;4570000557;1300917477;G4_FLOG_RF1_MEMB_05;G00018;2013;000917477;0000917477
00917480;4570000557;1300917480;G4_FLOG_RF1_MEMB_05;G00018;2013;000917480;0000917480
00917494;4570000557;1300917494;G4_FLOG_RF1_MEMB_05;G00018;2013;000917494;0000917494
00917503;4570000557;1300917503;G4_FLOG_RF1_MEMB_05;G00018;2013;000917503;0000917503
00917510;4570000557;1300917510;G4_FLOG_RF1_MEMB_05;G00018;2013;000917510;0000917510
00917514;4570000557;1300917514;G4_FLOG_RF1_MEMB_05;G00018;2013;000917514;0000917514
00917526;4570000557;1300917526;G4_FLOG_RF1_MEMB_05;G00018;2013;000917526;0000917526
00917530;4570000557;1300917530;G4_FLOG_RF1_MEMB_05;G00018;2013;000917530;0000917530
00917535;4570000557;1300917535;G4_FLOG_RF1_MEMB_05;G00018;2013;000917535;0000917535
00917555;4570000557;1300917555;G4_FLOG_RF1_MEMB_05;G00018;2013;000917555;0000917555
00917557;4570000557;1300917557;G4_FLOG_RF1_MEMB_05;G00018;2013;000917557;0000917557
00917654;4570000557;1300917654;G4_FLOG_RF1_MEMB_05;G00018;2013;000917654;0000917654
00917837;4570000557;1300917837;G4_FLOG_RF1_MEMB_05;G00018;2013;000917837;0000917837
00920973;4570000557;1300920973;G4_FLOG_RF1_MEMB_05;G00018;2013;000920973;0000920973
00921533;4570000557;1300921533;G4_FLOG_RF1_MEMB_05;G00018;2013;000921533;0000921533
00921536;4570000557;1300921536;G4_FLOG_RF1_MEMB_05;G00018;2013;000921536;0000921536
00921555;4570000557;1300921555;G4_FLOG_RF1_MEMB_05;G00018;2013;000921555;0000921555
00921572;4570000557;1300921572;G4_FLOG_RF1_MEMB_05;G00018;2013;000921572;0000921572
00921206;4570000557;1300921206;G4_FLOG_RF1_MEMB_05;G00018;2013;000921206;0000921206
00921254;4570000557;1300921254;G4_FLOG_RF1_MEMB_05;G00018;2013;000921254;0000921254
00921292;4570000557;1300921292;G4_FLOG_RF1_MEMB_05;G00018;2013;000921292;0000921292
00921717;4570000557;1300921717;G4_FLOG_RF1_MEMB_05;G00018;2013;000921717;0000921717
00921881;4570000557;1300921881;G4_FLOG_RF1_MEMB_05;G00018;2013;000921881;0000921881
00921886;4570000557;1300921886;G4_FLOG_RF1_MEMB_05;G00018;2013;000921886;0000921886
00921888;4570000557;1300921888;G4_FLOG_RF1_MEMB_05;G00018;2013;000921888;0000921888
00921891;4570000557;1300921891;G4_FLOG_RF1_MEMB_05;G00018;2013;000921891;0000921891
00921892;4570000557;1300921892;G4_FLOG_RF1_MEMB_05;G00018;2013;000921892;0000921892
00921893;4570000557;1300921893;G4_FLOG_RF1_MEMB_05;G00018;2013;000921893;0000921893
00921898;4570000557;1300921898;G4_FLOG_RF1_MEMB_05;G00018;2013;000921898;0000921898
00921900;4570000557;1300921900;G4_FLOG_RF1_MEMB_05;G00018;2013;000921900;0000921900
00921903;4570000557;1300921903;G4_FLOG_RF1_MEMB_05;G00018;2013;000921903;0000921903
00921904;4570000557;1300921904;G4_FLOG_RF1_MEMB_05;G00018;2013;000921904;0000921904
00921905;4570000557;1300921905;G4_FLOG_RF1_MEMB_05;G00018;2013;000921905;0000921905
00921907;4570000557;1300921907;G4_FLOG_RF1_MEMB_05;G00018;2013;000921907;0000921907
00921908;4570000557;1300921908;G4_FLOG_RF1_MEMB_05;G00018;2013;000921908;0000921908
00921909;4570000557;1300921909;G4_FLOG_RF1_MEMB_05;G00018;2013;000921909;0000921909
00921910;4570000557;1300921910;G4_FLOG_RF1_MEMB_05;G00018;2013;000921910;0000921910
00921912;4570000557;1300921912;G4_FLOG_RF1_MEMB_05;G00018;2013;000921912;0000921912
00921913;4570000557;1300921913;G4_FLOG_RF1_MEMB_05;G00018;2013;000921913;0000921913
00921914;4570000557;1300921914;G4_FLOG_RF1_MEMB_05;G00018;2013;000921914;0000921914
00921916;4570000557;1300921916;G4_FLOG_RF1_MEMB_05;G00018;2013;000921916;0000921916
00921917;4570000557;1300921917;G4_FLOG_RF1_MEMB_05;G00018;2013;000921917;0000921917
00921918;4570000557;1300921918;G4_FLOG_RF1_MEMB_05;G00018;2013;000921918;0000921918
00921920;4570000557;1300921920;G4_FLOG_RF1_MEMB_05;G00018;2013;000921920;0000921920
00921921;4570000557;1300921921;G4_FLOG_RF1_MEMB_05;G00018;2013;000921921;0000921921
00921922;4570000557;1300921922;G4_FLOG_RF1_MEMB_05;G00018;2013;000921922;0000921922
00921925;4570000557;1300921925;G4_FLOG_RF1_MEMB_05;G00018;2013;000921925;0000921925
00921928;4570000557;1300921928;G4_FLOG_RF1_MEMB_05;G00018;2013;000921928;0000921928
00921930;4570000557;1300921930;G4_FLOG_RF1_MEMB_05;G00018;2013;000921930;0000921930
00921932;4570000557;1300921932;G4_FLOG_RF1_MEMB_05;G00018;2013;000921932;0000921932
00921934;4570000557;1300921934;G4_FLOG_RF1_MEMB_05;G00018;2013;000921934;0000921934
00921935;4570000557;1300921935;G4_FLOG_RF1_MEMB_05;G00018;2013;000921935;0000921935
00921937;4570000557;1300921937;G4_FLOG_RF1_MEMB_05;G00018;2013;000921937;0000921937
00921938;4570000557;1300921938;G4_FLOG_RF1_MEMB_05;G00018;2013;000921938;0000921938
00921940;4570000557;1300921940;G4_FLOG_RF1_MEMB_05;G00018;2013;000921940;0000921940
00921941;4570000557;1300921941;G4_FLOG_RF1_MEMB_05;G00018;2013;000921941;0000921941
00921942;4570000557;1300921942;G4_FLOG_RF1_MEMB_05;G00018;2013;000921942;0000921942
00921944;4570000557;1300921944;G4_FLOG_RF1_MEMB_05;G00018;2013;000921944;0000921944
00921946;4570000557;1300921946;G4_FLOG_RF1_MEMB_05;G00018;2013;000921946;0000921946
00921949;4570000557;1300921949;G4_FLOG_RF1_MEMB_05;G00018;2013;000921949;0000921949
00921956;4570000557;1300921956;G4_FLOG_RF1_MEMB_05;G00018;2013;000921956;0000921956
00921967;4570000557;1300921967;G4_FLOG_RF1_MEMB_05;G00018;2013;000921967;0000921967
00921993;4570000557;1300921993;G4_FLOG_RF1_MEMB_05;G00018;2013;000921993;0000921993
00921994;4570000557;1300921994;G4_FLOG_RF1_MEMB_05;G00018;2013;000921994;0000921994
00922005;4570000557;1300922005;G4_FLOG_RF1_MEMB_05;G00018;2013;000922005;0000922005
00930590;4570000557;1400930590;G4_FLOG_RF1_MEMB_05;G00018;2014;000930590;0000930590
00930595;4570000557;1400930595;G4_FLOG_RF1_MEMB_05;G00018;2014;000930595;0000930595
00930614;4570000557;1400930614;G4_FLOG_RF1_MEMB_05;G00018;2014;000930614;0000930614
00930619;4570000557;1400930619;G4_FLOG_RF1_MEMB_05;G00018;2014;000930619;0000930619
00930621;4570000557;1400930621;G4_FLOG_RF1_MEMB_05;G00018;2014;000930621;0000930621
00930628;4570000557;1400930628;G4_FLOG_RF1_MEMB_05;G00018;2014;000930628;0000930628
00930632;4570000557;1400930632;G4_FLOG_RF1_MEMB_05;G00018;2014;000930632;0000930632
00930636;4570000557;1400930636;G4_FLOG_RF1_MEMB_05;G00018;2014;000930636;0000930636
00930648;4570000557;1400930648;G4_FLOG_RF1_MEMB_05;G00018;2014;000930648;0000930648
00930652;4570000557;1400930652;G4_FLOG_RF1_MEMB_05;G00018;2014;000930652;0000930652
00930748;4570000557;1400930748;G4_FLOG_RF1_MEMB_05;G00018;2014;000930748;0000930748
00930767;4570000557;1400930767;G4_FLOG_RF1_MEMB_05;G00018;2014;000930767;0000930767
00930776;4570000557;1400930776;G4_FLOG_RF1_MEMB_05;G00018;2014;000930776;0000930776
00930788;4570000557;1400930788;G4_FLOG_RF1_MEMB_05;G00018;2014;000930788;0000930788
00930795;4570000557;1400930795;G4_FLOG_RF1_MEMB_05;G00018;2014;000930795;0000930795
00930799;4570000557;1400930799;G4_FLOG_RF1_MEMB_05;G00018;2014;000930799;0000930799
00930808;4570000557;1400930808;G4_FLOG_RF1_MEMB_05;G00018;2014;000930808;0000930808
00930815;4570000557;1400930815;G4_FLOG_RF1_MEMB_05;G00018;2014;000930815;0000930815
00930825;4570000557;1400930825;G4_FLOG_RF1_MEMB_05;G00018;2014;000930825;0000930825
00930829;4570000557;1400930829;G4_FLOG_RF1_MEMB_05;G00018;2014;000930829;0000930829
00930836;4570000557;1400930836;G4_FLOG_RF1_MEMB_05;G00018;2014;000930836;0000930836
00930852;4570000557;1400930852;G4_FLOG_RF1_MEMB_05;G00018;2014;000930852;0000930852
00930865;4570000557;1400930865;G4_FLOG_RF1_MEMB_05;G00018;2014;000930865;0000930865
00931228;4570000557;1400931228;G4_FLOG_RF1_MEMB_05;G00018;2014;000931228;0000931228
00931229;4570000557;1400931229;G4_FLOG_RF1_MEMB_05;G00018;2014;000931229;0000931229
00931236;4570000557;1400931236;G4_FLOG_RF1_MEMB_05;G00018;2014;000931236;0000931236
00931245;4570000557;1400931245;G4_FLOG_RF1_MEMB_05;G00018;2014;000931245;0000931245
00931248;4570000557;1400931248;G4_FLOG_RF1_MEMB_05;G00018;2014;000931248;0000931248
00931280;4570000557;1400931280;G4_FLOG_RF1_MEMB_05;G00018;2014;000931280;0000931280
00931284;4570000557;1400931284;G4_FLOG_RF1_MEMB_05;G00018;2014;000931284;0000931284
00937911;4570000557;1400937911;G4_FLOG_RF1_MEMB_05;G00018;2014;000937911;0000937911
00937916;4570000557;1400937916;G4_FLOG_RF1_MEMB_05;G00018;2014;000937916;0000937916
00937921;4570000557;1400937921;G4_FLOG_RF1_MEMB_05;G00018;2014;000937921;0000937921
00937923;4570000557;1400937923;G4_FLOG_RF1_MEMB_05;G00018;2014;000937923;0000937923
00937932;4570000557;1400937932;G4_FLOG_RF1_MEMB_05;G00018;2014;000937932;0000937932
00937933;4570000557;1400937933;G4_FLOG_RF1_MEMB_05;G00018;2014;000937933;0000937933
00937937;4570000557;1400937937;G4_FLOG_RF1_MEMB_05;G00018;2014;000937937;0000937937
00937945;4570000557;1400937945;G4_FLOG_RF1_MEMB_05;G00018;2014;000937945;0000937945
00937955;4570000557;1400937955;G4_FLOG_RF1_MEMB_05;G00018;2014;000937955;0000937955
00937963;4570000557;1400937963;G4_FLOG_RF1_MEMB_05;G00018;2014;000937963;0000937963
00937969;4570000557;1400937969;G4_FLOG_RF1_MEMB_05;G00018;2014;000937969;0000937969
00931586;4570000557;1400931586;G4_FLOG_RF1_MEMB_05;G00018;2014;000931586;0000931586
00931588;4570000557;1400931588;G4_FLOG_RF1_MEMB_05;G00018;2014;000931588;0000931588
00931641;4570000557;1400931641;G4_FLOG_RF1_MEMB_05;G00018;2014;000931641;0000931641
00931654;4570000557;1400931654;G4_FLOG_RF1_MEMB_05;G00018;2014;000931654;0000931654
00931690;4570000557;1400931690;G4_FLOG_RF1_MEMB_05;G00018;2014;000931690;0000931690
00937657;4570000557;1400937657;G4_FLOG_RF1_MEMB_05;G00018;2014;000937657;0000937657
00937658;4570000557;1400937658;G4_FLOG_RF1_MEMB_05;G00018;2014;000937658;0000937658
00937668;4570000557;1400937668;G4_FLOG_RF1_MEMB_05;G00018;2014;000937668;0000937668
00937681;4570000557;1400937681;G4_FLOG_RF1_MEMB_05;G00018;2014;000937681;0000937681
00937684;4570000557;1400937684;G4_FLOG_RF1_MEMB_05;G00018;2014;000937684;0000937684
00937687;4570000557;1400937687;G4_FLOG_RF1_MEMB_05;G00018;2014;000937687;0000937687
00937816;4570000557;1400937816;G4_FLOG_RF1_MEMB_05;G00018;2014;000937816;0000937816
00937982;4570000557;1400937982;G4_FLOG_RF1_MEMB_05;G00018;2014;000937982;0000937982
00937985;4570000557;1400937985;G4_FLOG_RF1_MEMB_05;G00018;2014;000937985;0000937985
00937991;4570000557;1400937991;G4_FLOG_RF1_MEMB_05;G00018;2014;000937991;0000937991
00937992;4570000557;1400937992;G4_FLOG_RF1_MEMB_05;G00018;2014;000937992;0000937992
00938000;4570000557;1400938000;G4_FLOG_RF1_MEMB_05;G00018;2014;000938000;0000938000
00938001;4570000557;1400938001;G4_FLOG_RF1_MEMB_05;G00018;2014;000938001;0000938001
00938002;4570000557;1400938002;G4_FLOG_RF1_MEMB_05;G00018;2014;000938002;0000938002
00938008;4570000557;1400938008;G4_FLOG_RF1_MEMB_05;G00018;2014;000938008;0000938008
00938009;4570000557;1400938009;G4_FLOG_RF1_MEMB_05;G00018;2014;000938009;0000938009
00938010;4570000557;1400938010;G4_FLOG_RF1_MEMB_05;G00018;2014;000938010;0000938010
00938020;4570000557;1400938020;G4_FLOG_RF1_MEMB_05;G00018;2014;000938020;0000938020
00938046;4570000557;1400938046;G4_FLOG_RF1_MEMB_05;G00018;2014;000938046;0000938046
00938047;4570000557;1400938047;G4_FLOG_RF1_MEMB_05;G00018;2014;000938047;0000938047
00938057;4570000557;1400938057;G4_FLOG_RF1_MEMB_05;G00018;2014;000938057;0000938057
00938060;4570000557;1400938060;G4_FLOG_RF1_MEMB_05;G00018;2014;000938060;0000938060
00938069;4570000557;1400938069;G4_FLOG_RF1_MEMB_05;G00018;2014;000938069;0000938069
00938142;4570000557;1400938142;G4_FLOG_RF1_MEMB_05;G00018;2014;000938142;0000938142
00938247;4570000557;1400938247;G4_FLOG_RF1_MEMB_05;G00018;2014;000938247;0000938247
00938397;4570000557;1400938397;G4_FLOG_RF1_MEMB_05;G00018;2014;000938397;0000938397
00938402;4570000557;1400938402;G4_FLOG_RF1_MEMB_05;G00018;2014;000938402;0000938402
00938411;4570000557;1400938411;G4_FLOG_RF1_MEMB_05;G00018;2014;000938411;0000938411
00938413;4570000557;1400938413;G4_FLOG_RF1_MEMB_05;G00018;2014;000938413;0000938413
00938416;4570000557;1400938416;G4_FLOG_RF1_MEMB_05;G00018;2014;000938416;0000938416
00938418;4570000557;1400938418;G4_FLOG_RF1_MEMB_05;G00018;2014;000938418;0000938418
00938421;4570000557;1400938421;G4_FLOG_RF1_MEMB_05;G00018;2014;000938421;0000938421
00938423;4570000557;1400938423;G4_FLOG_RF1_MEMB_05;G00018;2014;000938423;0000938423
00938424;4570000557;1400938424;G4_FLOG_RF1_MEMB_05;G00018;2014;000938424;0000938424
00938464;4570000557;1400938464;G4_FLOG_RF1_MEMB_05;G00018;2014;000938464;0000938464
00938465;4570000557;1400938465;G4_FLOG_RF1_MEMB_05;G00018;2014;000938465;0000938465
00938467;4570000557;1400938467;G4_FLOG_RF1_MEMB_05;G00018;2014;000938467;0000938467
00938473;4570000557;1400938473;G4_FLOG_RF1_MEMB_05;G00018;2014;000938473;0000938473
00938489;4570000557;1400938489;G4_FLOG_RF1_MEMB_05;G00018;2014;000938489;0000938489
00938509;4570000557;1400938509;G4_FLOG_RF1_MEMB_05;G00018;2014;000938509;0000938509
00938513;4570000557;1400938513;G4_FLOG_RF1_MEMB_05;G00018;2014;000938513;0000938513
00938515;4570000557;1400938515;G4_FLOG_RF1_MEMB_05;G00018;2014;000938515;0000938515
00938518;4570000557;1400938518;G4_FLOG_RF1_MEMB_05;G00018;2014;000938518;0000938518
00938521;4570000557;1400938521;G4_FLOG_RF1_MEMB_05;G00018;2014;000938521;0000938521
00938525;4570000557;1400938525;G4_FLOG_RF1_MEMB_05;G00018;2014;000938525;0000938525
00938526;4570000557;1400938526;G4_FLOG_RF1_MEMB_05;G00018;2014;000938526;0000938526
00938684;4570000557;1400938684;G4_FLOG_RF1_MEMB_05;G00018;2014;000938684;0000938684
00938757;4570000557;1400938757;G4_FLOG_RF1_MEMB_05;G00018;2014;000938757;0000938757
00938847;4570000557;1400938847;G4_FLOG_RF1_MEMB_05;G00018;2014;000938847;0000938847
00938850;4570000557;1400938850;G4_FLOG_RF1_MEMB_05;G00018;2014;000938850;0000938850
00938869;4570000557;1400938869;G4_FLOG_RF1_MEMB_05;G00018;2014;000938869;0000938869
00938873;4570000557;1400938873;G4_FLOG_RF1_MEMB_05;G00018;2014;000938873;0000938873
00938876;4570000557;1400938876;G4_FLOG_RF1_MEMB_05;G00018;2014;000938876;0000938876
00940697;4570000557;1400940697;G4_FLOG_RF1_MEMB_05;G00018;2014;000940697;0000940697
00940712;4570000557;1400940712;G4_FLOG_RF1_MEMB_05;G00018;2014;000940712;0000940712
00940713;4570000557;1400940713;G4_FLOG_RF1_MEMB_05;G00018;2014;000940713;0000940713
00940715;4570000557;1400940715;G4_FLOG_RF1_MEMB_05;G00018;2014;000940715;0000940715
00940717;4570000557;1400940717;G4_FLOG_RF1_MEMB_05;G00018;2014;000940717;0000940717
00940719;4570000557;1400940719;G4_FLOG_RF1_MEMB_05;G00018;2014;000940719;0000940719
00940726;4570000557;1400940726;G4_FLOG_RF1_MEMB_05;G00018;2014;000940726;0000940726
00940729;4570000557;1400940729;G4_FLOG_RF1_MEMB_05;G00018;2014;000940729;0000940729
00940732;4570000557;1400940732;G4_FLOG_RF1_MEMB_05;G00018;2014;000940732;0000940732
00940740;4570000557;1400940740;G4_FLOG_RF1_MEMB_05;G00018;2014;000940740;0000940740
00940748;4570000557;1400940748;G4_FLOG_RF1_MEMB_05;G00018;2014;000940748;0000940748
00940749;4570000557;1400940749;G4_FLOG_RF1_MEMB_05;G00018;2014;000940749;0000940749
00940751;4570000557;1400940751;G4_FLOG_RF1_MEMB_05;G00018;2014;000940751;0000940751
00940752;4570000557;1400940752;G4_FLOG_RF1_MEMB_05;G00018;2014;000940752;0000940752
00940754;4570000557;1400940754;G4_FLOG_RF1_MEMB_05;G00018;2014;000940754;0000940754
00940758;4570000557;1400940758;G4_FLOG_RF1_MEMB_05;G00018;2014;000940758;0000940758
00940772;4570000557;1400940772;G4_FLOG_RF1_MEMB_05;G00018;2014;000940772;0000940772
00940773;4570000557;1400940773;G4_FLOG_RF1_MEMB_05;G00018;2014;000940773;0000940773
00940779;4570000557;1400940779;G4_FLOG_RF1_MEMB_05;G00018;2014;000940779;0000940779
00940792;4570000557;1400940792;G4_FLOG_RF1_MEMB_05;G00018;2014;000940792;0000940792
00940795;4570000557;1400940795;G4_FLOG_RF1_MEMB_05;G00018;2014;000940795;0000940795
00940805;4570000557;1400940805;G4_FLOG_RF1_MEMB_05;G00018;2014;000940805;0000940805
00941111;4570000557;1400941111;G4_FLOG_RF1_MEMB_05;G00018;2014;000941111;0000941111
00941115;4570000557;1400941115;G4_FLOG_RF1_MEMB_05;G00018;2014;000941115;0000941115
00941135;4570000557;1400941135;G4_FLOG_RF1_MEMB_05;G00018;2014;000941135;0000941135
00941148;4570000557;1400941148;G4_FLOG_RF1_MEMB_05;G00018;2014;000941148;0000941148
00941154;4570000557;1400941154;G4_FLOG_RF1_MEMB_05;G00018;2014;000941154;0000941154
00941155;4570000557;1400941155;G4_FLOG_RF1_MEMB_05;G00018;2014;000941155;0000941155
00941161;4570000557;1400941161;G4_FLOG_RF1_MEMB_05;G00018;2014;000941161;0000941161
00941162;4570000557;1400941162;G4_FLOG_RF1_MEMB_05;G00018;2014;000941162;0000941162
00941164;4570000557;1400941164;G4_FLOG_RF1_MEMB_05;G00018;2014;000941164;0000941164
00941179;4570000557;1400941179;G4_FLOG_RF1_MEMB_05;G00018;2014;000941179;0000941179
00941262;4570000557;1400941262;G4_FLOG_RF1_MEMB_05;G00018;2014;000941262;0000941262
00941342;4570000557;1400941342;G4_FLOG_RF1_MEMB_05;G00018;2014;000941342;0000941342
00941390;4570000557;1400941390;G4_FLOG_RF1_MEMB_05;G00018;2014;000941390;0000941390
00941391;4570000557;1400941391;G4_FLOG_RF1_MEMB_05;G00018;2014;000941391;0000941391
00941393;4570000557;1400941393;G4_FLOG_RF1_MEMB_05;G00018;2014;000941393;0000941393
00941397;4570000557;1400941397;G4_FLOG_RF1_MEMB_05;G00018;2014;000941397;0000941397
00941399;4570000557;1400941399;G4_FLOG_RF1_MEMB_05;G00018;2014;000941399;0000941399
00941401;4570000557;1400941401;G4_FLOG_RF1_MEMB_05;G00018;2014;000941401;0000941401
00941403;4570000557;1400941403;G4_FLOG_RF1_MEMB_05;G00018;2014;000941403;0000941403
00941409;4570000557;1400941409;G4_FLOG_RF1_MEMB_05;G00018;2014;000941409;0000941409
00941412;4570000557;1400941412;G4_FLOG_RF1_MEMB_05;G00018;2014;000941412;0000941412
00941414;4570000557;1400941414;G4_FLOG_RF1_MEMB_05;G00018;2014;000941414;0000941414
00941418;4570000557;1400941418;G4_FLOG_RF1_MEMB_05;G00018;2014;000941418;0000941418
00941420;4570000557;1400941420;G4_FLOG_RF1_MEMB_05;G00018;2014;000941420;0000941420
00941421;4570000557;1400941421;G4_FLOG_RF1_MEMB_05;G00018;2014;000941421;0000941421
00941422;4570000557;1400941422;G4_FLOG_RF1_MEMB_05;G00018;2014;000941422;0000941422
00941424;4570000557;1400941424;G4_FLOG_RF1_MEMB_05;G00018;2014;000941424;0000941424
00941425;4570000557;1400941425;G4_FLOG_RF1_MEMB_05;G00018;2014;000941425;0000941425
00941427;4570000557;1400941427;G4_FLOG_RF1_MEMB_05;G00018;2014;000941427;0000941427
00941429;4570000557;1400941429;G4_FLOG_RF1_MEMB_05;G00018;2014;000941429;0000941429
00941621;4570000557;1400941621;G4_FLOG_RF1_MEMB_05;G00018;2014;000941621;0000941621
00941631;4570000557;1400941631;G4_FLOG_RF1_MEMB_05;G00018;2014;000941631;0000941631
00941674;4570000557;1400941674;G4_FLOG_RF1_MEMB_05;G00018;2014;000941674;0000941674
00941811;4570000557;1400941811;G4_FLOG_RF1_MEMB_05;G00018;2014;000941811;0000941811
00941875;4570000557;1400941875;G4_FLOG_RF1_MEMB_05;G00018;2014;000941875;0000941875
00941740;4570000557;1400941740;G4_FLOG_RF1_MEMB_05;G00018;2014;000941740;0000941740
00941743;4570000557;1400941743;G4_FLOG_RF1_MEMB_05;G00018;2014;000941743;0000941743
00941750;4570000557;1400941750;G4_FLOG_RF1_MEMB_05;G00018;2014;000941750;0000941750
00941753;4570000557;1400941753;G4_FLOG_RF1_MEMB_05;G00018;2014;000941753;0000941753
00941755;4570000557;1400941755;G4_FLOG_RF1_MEMB_05;G00018;2014;000941755;0000941755
00941757;4570000557;1400941757;G4_FLOG_RF1_MEMB_05;G00018;2014;000941757;0000941757
00941758;4570000557;1400941758;G4_FLOG_RF1_MEMB_05;G00018;2014;000941758;0000941758
00941760;4570000557;1400941760;G4_FLOG_RF1_MEMB_05;G00018;2014;000941760;0000941760
00941761;4570000557;1400941761;G4_FLOG_RF1_MEMB_05;G00018;2014;000941761;0000941761
00941764;4570000557;1400941764;G4_FLOG_RF1_MEMB_05;G00018;2014;000941764;0000941764
00941772;4570000557;1400941772;G4_FLOG_RF1_MEMB_05;G00018;2014;000941772;0000941772
00941773;4570000557;1400941773;G4_FLOG_RF1_MEMB_05;G00018;2014;000941773;0000941773
00941774;4570000557;1400941774;G4_FLOG_RF1_MEMB_05;G00018;2014;000941774;0000941774
00941775;4570000557;1400941775;G4_FLOG_RF1_MEMB_05;G00018;2014;000941775;0000941775
00941781;4570000557;1400941781;G4_FLOG_RF1_MEMB_05;G00018;2014;000941781;0000941781
00941797;4570000557;1400941797;G4_FLOG_RF1_MEMB_05;G00018;2014;000941797;0000941797
00941798;4570000557;1400941798;G4_FLOG_RF1_MEMB_05;G00018;2014;000941798;0000941798
00941803;4570000557;1400941803;G4_FLOG_RF1_MEMB_05;G00018;2014;000941803;0000941803
00945372;4570000557;1400945372;G4_FLOG_RF1_MEMB_05;G00018;2014;000945372;0000945372
00945486;4570000557;1400945486;G4_FLOG_RF1_MEMB_05;G00018;2014;000945486;0000945486
00945513;4570000557;1400945513;G4_FLOG_RF1_MEMB_05;G00018;2014;000945513;0000945513
00945530;4570000557;1400945530;G4_FLOG_RF1_MEMB_05;G00018;2014;000945530;0000945530
00945550;4570000557;1400945550;G4_FLOG_RF1_MEMB_05;G00018;2014;000945550;0000945550
00945552;4570000557;1400945552;G4_FLOG_RF1_MEMB_05;G00018;2014;000945552;0000945552
00945553;4570000557;1400945553;G4_FLOG_RF1_MEMB_05;G00018;2014;000945553;0000945553
00945555;4570000557;1400945555;G4_FLOG_RF1_MEMB_05;G00018;2014;000945555;0000945555
00945556;4570000557;1400945556;G4_FLOG_RF1_MEMB_05;G00018;2014;000945556;0000945556
00945557;4570000557;1400945557;G4_FLOG_RF1_MEMB_05;G00018;2014;000945557;0000945557
